,finding_title_1,finding_title_2,similarity_score
0,45984033.0,45984033.0,99.99998807907104
1,45984033.0,45983973.0,85.46478748321533
2,45984033.0,45984246.0,72.23883271217346
3,45984033.0,45984253.0,70.80883979797363
4,45984033.0,45984254.0,61.93348169326782
5,45984033.0,45983926.0,56.92288279533386
6,45984033.0,45983927.0,56.92288279533386
7,45984033.0,45983932.0,54.101693630218506
8,45984033.0,45983934.0,76.16111636161804
9,45984033.0,45983939.0,56.92288279533386
10,45984033.0,45983943.0,56.92288279533386
11,45984033.0,45983947.0,56.92288279533386
12,45984033.0,45984204.0,83.40522050857544
13,45984033.0,45984502.0,65.23681879043579
14,45984033.0,45984444.0,67.65297651290894
15,45984033.0,45984439.0,70.35247087478638
16,45984033.0,45984382.0,63.96505832672119
17,45984033.0,45984652.0,63.96505832672119
18,45984033.0,45984470.0,63.13434839248657
19,45984033.0,45984498.0,64.91752862930298
20,45984033.0,45984547.0,64.52215909957886
21,45984033.0,45984278.0,65.0220274925232
22,45984033.0,45984475.0,64.52215909957886
23,45984033.0,45984493.0,63.16788196563721
24,45984033.0,45984542.0,64.7226870059967
25,45984033.0,45984455.0,65.3207540512085
26,45984033.0,45984566.0,64.6363615989685
27,45984033.0,45984509.0,68.65648031234741
28,45984033.0,45984541.0,64.38741087913513
29,45984033.0,45984497.0,64.38741087913513
30,45984033.0,45984481.0,67.58993268013
31,45984033.0,45984467.0,64.52215909957886
32,45984033.0,45984524.0,66.33924841880798
33,45984033.0,45984584.0,67.06130504608154
34,45984033.0,45984421.0,68.06178092956543
35,45984033.0,45984302.0,62.82075643539429
36,45984033.0,45984883.0,52.46622562408447
37,45984033.0,45984884.0,51.560717821121216
38,45984033.0,45984744.0,67.85268783569336
39,45984033.0,45984745.0,67.85268783569336
40,45984033.0,45984714.0,61.85268759727478
41,45984033.0,45984721.0,65.97858667373657
42,45984033.0,45984737.0,61.85268759727478
43,45984033.0,45984703.0,65.77643752098083
44,45984033.0,45984704.0,65.77643752098083
45,45984033.0,45984800.0,69.59688663482666
46,45984033.0,45984806.0,59.60296392440796
47,45984033.0,45984807.0,62.22144365310669
48,45984033.0,45984469.0,61.94838285446167
49,45984033.0,45984876.0,55.99290728569031
50,45984033.0,45984874.0,50.56363344192505
51,45984033.0,45984886.0,53.5101056098938
52,45984033.0,45984873.0,50.56363344192505
53,45984033.0,45984863.0,57.73733854293823
54,45984033.0,45984871.0,50.56363344192505
55,45984033.0,45984868.0,61.622154712677
56,45984033.0,45984866.0,49.49988126754761
57,45984033.0,45984867.0,51.59885287284851
58,45984033.0,45984881.0,49.2905855178833
59,45984033.0,45984882.0,52.46622562408447
60,45984033.0,45984877.0,55.99290728569031
61,45984033.0,45984880.0,51.1554479598999
62,45984033.0,45984872.0,50.56363344192505
63,45984033.0,45984864.0,54.53987121582031
64,45984033.0,45984891.0,49.243903160095215
65,45984033.0,45984892.0,47.18392491340637
66,45984033.0,45984879.0,51.47346258163452
67,45984033.0,45984888.0,57.6515793800354
68,45984033.0,45984875.0,54.18665409088135
69,45984033.0,45984865.0,56.49101734161377
70,45984033.0,45984885.0,55.748450756073
71,45984033.0,45984890.0,59.94126796722412
72,45984033.0,45984878.0,53.50962281227112
73,45984033.0,45984870.0,57.82049894332886
74,45984033.0,45974519.0,71.21297121047974
75,45984033.0,45974520.0,71.47955894470215
76,45984033.0,45974521.0,72.13658094406128
77,45984033.0,45974522.0,70.53590416908264
78,45984033.0,45974523.0,71.27805948257446
79,45984033.0,45974524.0,68.76822710037231
80,45984033.0,45974525.0,64.58923816680908
81,45984033.0,45974526.0,68.45911741256714
82,45984033.0,45974527.0,73.99756908416748
83,45984033.0,45974528.0,68.99179220199585
84,45984033.0,45974529.0,64.55949544906616
85,45984033.0,45974530.0,67.31405258178711
86,45984033.0,45974531.0,67.49207973480225
87,45984033.0,45974532.0,67.18450784683228
88,45984033.0,45974533.0,66.32100343704224
89,45984033.0,45974534.0,73.53193759918213
90,45984033.0,45974535.0,73.07651042938232
91,45984033.0,45974536.0,70.01665234565735
92,45984033.0,45974537.0,72.3520815372467
93,45984033.0,45974538.0,73.09824228286743
94,45984033.0,45974539.0,73.04084300994873
95,45984033.0,45974540.0,74.67261552810669
96,45984033.0,45974541.0,72.94201850891113
97,45984033.0,45974542.0,71.78970575332642
98,45984033.0,45974543.0,73.78877997398376
99,45984033.0,45974544.0,73.78877997398376
100,45983973.0,45984033.0,85.46478748321533
101,45983973.0,45983973.0,100.00001192092896
102,45983973.0,45984246.0,61.71714663505554
103,45983973.0,45984253.0,63.69989514350891
104,45983973.0,45984254.0,60.717785358428955
105,45983973.0,45983926.0,44.123637676239014
106,45983973.0,45983927.0,44.123637676239014
107,45983973.0,45983932.0,45.7700252532959
108,45983973.0,45983934.0,75.00162720680237
109,45983973.0,45983939.0,44.123637676239014
110,45983973.0,45983943.0,44.123637676239014
111,45983973.0,45983947.0,44.123637676239014
112,45983973.0,45984204.0,92.9658830165863
113,45983973.0,45984502.0,57.1698784828186
114,45983973.0,45984444.0,54.41322326660156
115,45983973.0,45984439.0,64.06378746032715
116,45983973.0,45984382.0,50.90728402137756
117,45983973.0,45984652.0,50.90728402137756
118,45983973.0,45984470.0,56.92964792251587
119,45983973.0,45984498.0,57.85095691680908
120,45983973.0,45984547.0,55.83859086036682
121,45983973.0,45984278.0,50.00418424606323
122,45983973.0,45984475.0,55.83859086036682
123,45983973.0,45984493.0,61.549311876297
124,45983973.0,45984542.0,64.39248323440552
125,45983973.0,45984455.0,59.544837474823
126,45983973.0,45984566.0,57.497239112854004
127,45983973.0,45984509.0,52.34839916229248
128,45983973.0,45984541.0,62.87468671798706
129,45983973.0,45984497.0,62.87468671798706
130,45983973.0,45984481.0,55.33183813095093
131,45983973.0,45984467.0,55.83859086036682
132,45983973.0,45984524.0,53.45868468284607
133,45983973.0,45984584.0,52.033376693725586
134,45983973.0,45984421.0,62.2778594493866
135,45983973.0,45984302.0,65.12060761451721
136,45983973.0,45984883.0,57.14918375015259
137,45983973.0,45984884.0,56.614190340042114
138,45983973.0,45984744.0,46.29310071468353
139,45983973.0,45984745.0,46.29310071468353
140,45983973.0,45984714.0,55.57669997215271
141,45983973.0,45984721.0,58.856821060180664
142,45983973.0,45984737.0,55.57669997215271
143,45983973.0,45984703.0,55.01047372817993
144,45983973.0,45984704.0,55.01047372817993
145,45983973.0,45984800.0,69.69181299209595
146,45983973.0,45984806.0,63.80910277366638
147,45983973.0,45984807.0,59.59141254425049
148,45983973.0,45984469.0,60.9674334526062
149,45983973.0,45984876.0,60.13839244842529
150,45983973.0,45984874.0,53.968989849090576
151,45983973.0,45984886.0,58.61280560493469
152,45983973.0,45984873.0,53.968989849090576
153,45983973.0,45984863.0,61.35857701301575
154,45983973.0,45984871.0,53.968989849090576
155,45983973.0,45984868.0,60.394287109375
156,45983973.0,45984866.0,54.75945472717285
157,45983973.0,45984867.0,56.29605054855347
158,45983973.0,45984881.0,55.46601414680481
159,45983973.0,45984882.0,57.14918375015259
160,45983973.0,45984877.0,60.13839244842529
161,45983973.0,45984880.0,57.72603750228882
162,45983973.0,45984872.0,53.968989849090576
163,45983973.0,45984864.0,58.667635917663574
164,45983973.0,45984891.0,55.69809675216675
165,45983973.0,45984892.0,53.184670209884644
